Algorithm,Metric,k,Value
audio_audio,Coverage@k,4,0.8922372227579557
audio_audio,Coverage@k,5,0.920443587270974
audio_audio,Coverage@k,6,0.9387656702025072
audio_audio,Coverage@k,7,0.9486499517839923
audio_audio,Coverage@k,8,0.9592574734811957
audio_audio,Coverage@k,9,0.9650433944069431
audio_audio,Coverage@k,10,0.9710703953712633
audio_audio,Coverage@k,11,0.9756509161041466
audio_audio,Coverage@k,12,0.9797492767598843
audio_audio,Coverage@k,13,0.9821600771456124
audio_audio,Coverage@k,14,0.9831243972999035
audio_audio,Coverage@k,15,0.9848119575699132
audio_audio,Coverage@k,16,0.98625843780135
audio_audio,Coverage@k,17,0.9872227579556413
audio_audio,Coverage@k,18,0.9879459980713597
audio_audio,Coverage@k,19,0.9889103182256509
audio_audio,Coverage@k,20,0.9896335583413693
audio_audio,Pop@k,1,35.59619093539055
audio_audio,Pop@k,2,35.56316297010608
audio_audio,Pop@k,3,35.52346512375442
audio_audio,Pop@k,4,35.55038572806172
audio_audio,Pop@k,5,35.51832208293153
audio_audio,Pop@k,6,35.47958855673417
audio_audio,Pop@k,7,35.50716352114616
audio_audio,Pop@k,8,35.51853302796528
audio_audio,Pop@k,9,35.52469731061824
audio_audio,Pop@k,10,35.50062680810029
audio_audio,Pop@k,11,35.479464363987034
audio_audio,Pop@k,12,35.44682176149148
audio_audio,Pop@k,13,35.45100511831467
audio_audio,Pop@k,14,35.443156770905084
audio_audio,Pop@k,15,35.43220829315333
audio_audio,Pop@k,16,35.442653085824496
audio_audio,Pop@k,17,35.44056667990243
audio_audio,Pop@k,18,35.423416907746706
audio_audio,Pop@k,19,35.43422321473887
audio_audio,Pop@k,20,35.434546769527486
video_lyrics,Precision@k,1,0.5195274831243973
video_lyrics,Precision@k,2,0.524228543876567
video_lyrics,Precision@k,3,0.5258759241401486
video_lyrics,Precision@k,4,0.5238669238187078
video_lyrics,Precision@k,5,0.5256509161041442
video_lyrics,Precision@k,6,0.525433944069432
video_lyrics,Precision@k,7,0.5243835239013674
video_lyrics,Precision@k,8,0.522571118611379
video_lyrics,Precision@k,9,0.5225543769420393
video_lyrics,Precision@k,10,0.5224686595949842
video_lyrics,Precision@k,11,0.5223327781187018
video_lyrics,Precision@k,12,0.5221994535519127
video_lyrics,Precision@k,13,0.5215859357614356
video_lyrics,Precision@k,14,0.5211289433806315
video_lyrics,Precision@k,15,0.5213114754098351
video_lyrics,Precision@k,16,0.521441055930569
video_lyrics,Precision@k,17,0.5209030574621376
video_lyrics,Precision@k,18,0.5207864566591679
video_lyrics,Precision@k,19,0.520364919047861
video_lyrics,Precision@k,20,0.5195395371263261
video_lyrics,Recall@k,1,0.0003842428919903851
video_lyrics,Recall@k,2,0.0007938837426522195
video_lyrics,Recall@k,3,0.0012010808029594559
video_lyrics,Recall@k,4,0.0015659067613975838
video_lyrics,Recall@k,5,0.0019665212623236317
video_lyrics,Recall@k,6,0.0023419471759977537
video_lyrics,Recall@k,7,0.0027397594514153066
video_lyrics,Recall@k,8,0.0031116084446049263
video_lyrics,Recall@k,9,0.0035150565815342334
video_lyrics,Recall@k,10,0.003854112242663272
video_lyrics,Recall@k,11,0.004220563411108319
video_lyrics,Recall@k,12,0.004570798803901866
video_lyrics,Recall@k,13,0.004948474247842066
video_lyrics,Recall@k,14,0.005300581692971267
video_lyrics,Recall@k,15,0.005664549218156147
video_lyrics,Recall@k,16,0.00602663605371327
video_lyrics,Recall@k,17,0.006360531858517236
video_lyrics,Recall@k,18,0.006751760226814684
video_lyrics,Recall@k,19,0.007096612708002638
video_lyrics,Recall@k,20,0.007452879937816046
video_lyrics,MRR@k,1,0.5195274831243973
video_lyrics,MRR@k,2,0.6137897782063645
video_lyrics,MRR@k,3,0.6386210221793645
video_lyrics,MRR@k,4,0.6510969141755072
video_lyrics,MRR@k,5,0.6569792671166828
video_lyrics,MRR@k,6,0.6599927675988427
video_lyrics,MRR@k,7,0.6616458878633426
video_lyrics,MRR@k,8,0.6629115580658498
video_lyrics,MRR@k,9,0.6640098115749041
video_lyrics,MRR@k,10,0.6647812676983367
video_lyrics,MRR@k,11,0.6651976786740533
video_lyrics,MRR@k,12,0.6654789387190551
video_lyrics,MRR@k,13,0.6657941972310348
video_lyrics,MRR@k,14,0.6659147372503212
video_lyrics,MRR@k,15,0.6662361773017514
video_lyrics,MRR@k,16,0.6664471223355026
video_lyrics,MRR@k,17,0.6665889341228984
video_lyrics,MRR@k,18,0.6667764408195662
video_lyrics,MRR@k,19,0.6668525713580631
video_lyrics,MRR@k,20,0.6669731113773495
video_lyrics,nDCG@k,1,0.5195274831243973
video_lyrics,nDCG@k,2,0.5231647202223114
video_lyrics,nDCG@k,3,0.5245739558939542
video_lyrics,nDCG@k,4,0.5234417795098457
video_lyrics,nDCG@k,5,0.5246679048323072
video_lyrics,nDCG@k,6,0.5246335393931233
video_lyrics,nDCG@k,7,0.524033160324972
video_lyrics,nDCG@k,8,0.5229041570744575
video_lyrics,nDCG@k,9,0.5228728221711845
video_lyrics,nDCG@k,10,0.5227992975167163
video_lyrics,nDCG@k,11,0.5226948704809887
video_lyrics,nDCG@k,12,0.52259181929
video_lyrics,nDCG@k,13,0.5221831668993212
video_lyrics,nDCG@k,14,0.5218657184998923
video_lyrics,nDCG@k,15,0.5219525983891178
video_lyrics,nDCG@k,16,0.5220114128219301
video_lyrics,nDCG@k,17,0.5216455763183987
video_lyrics,nDCG@k,18,0.5215513090066571
video_lyrics,nDCG@k,19,0.521255352737504
video_lyrics,nDCG@k,20,0.5206946710862802
video_lyrics,Coverage@k,1,0.4889103182256509
video_lyrics,Coverage@k,2,0.6615236258437801
video_lyrics,Coverage@k,3,0.7468659594985535
video_lyrics,Coverage@k,4,0.7994214079074252
video_lyrics,Coverage@k,5,0.8322082931533269
video_lyrics,Coverage@k,6,0.859450337512054
video_lyrics,Coverage@k,7,0.8780135004821601
video_lyrics,Coverage@k,8,0.8932015429122468
video_lyrics,Coverage@k,9,0.9057377049180327
video_lyrics,Coverage@k,10,0.9151398264223722
video_lyrics,Coverage@k,11,0.9259884281581485
video_lyrics,Coverage@k,12,0.9300867888138862
video_lyrics,Coverage@k,13,0.9349083895853423
video_lyrics,Coverage@k,14,0.9394889103182257
video_lyrics,Coverage@k,15,0.9435872709739633
video_lyrics,Coverage@k,16,0.9484088717454194
video_lyrics,Coverage@k,17,0.9520250723240116
video_lyrics,Coverage@k,18,0.9549180327868853
video_lyrics,Coverage@k,19,0.9573288331726133
video_lyrics,Coverage@k,20,0.9592574734811957
video_lyrics,Pop@k,1,36.819189971070394
video_lyrics,Pop@k,2,36.814850530376084
video_lyrics,Pop@k,3,36.74091931854709
video_lyrics,Pop@k,4,36.78079797492767
video_lyrics,Pop@k,5,36.80655737704918
video_lyrics,Pop@k,6,36.78756830601093
video_lyrics,Pop@k,7,36.705641272902604
video_lyrics,Pop@k,8,36.71209016393443
video_lyrics,Pop@k,9,36.7268027429551
video_lyrics,Pop@k,10,36.70224204435873
video_lyrics,Pop@k,11,36.676317173665296
video_lyrics,Pop@k,12,36.63785760205721
video_lyrics,Pop@k,13,36.63240857503152
video_lyrics,Pop@k,14,36.622468659594986
video_lyrics,Pop@k,15,36.62986178077789
video_lyrics,Pop@k,16,36.612102217936354
video_lyrics,Pop@k,17,36.60228884224856
video_lyrics,Pop@k,18,36.5777081324333
video_lyrics,Pop@k,19,36.57198142414861
video_lyrics,Pop@k,20,36.55166345226615
lyrics_audio,Precision@k,1,0.4633558341369335
lyrics_audio,Precision@k,2,0.3599324975891996
lyrics_audio,Precision@k,3,0.43097074895532284
lyrics_audio,Precision@k,4,0.43490838958534234
lyrics_audio,Precision@k,5,0.4116200578592114
lyrics_audio,Precision@k,6,0.43072966891674996
lyrics_audio,Precision@k,7,0.4162074665931928
lyrics_audio,Precision@k,8,0.43475771456123435
lyrics_audio,Precision@k,9,0.4275956284153018
lyrics_audio,Precision@k,10,0.41771938283509813
lyrics_audio,Precision@k,11,0.4256596826510021
lyrics_audio,Precision@k,12,0.4168675666988095
lyrics_audio,Precision@k,13,0.4207217565462503
lyrics_audio,Precision@k,14,0.41570808651329577
lyrics_audio,Precision@k,15,0.406557377049182
lyrics_audio,Precision@k,16,0.4027242044358727
lyrics_audio,Precision@k,17,0.40480174712121886
lyrics_audio,Precision@k,18,0.3979695703417982
lyrics_audio,Precision@k,19,0.3914124752575707
lyrics_audio,Precision@k,20,0.39568466730954654
lyrics_audio,Recall@k,1,0.0002439412164555862
lyrics_audio,Recall@k,2,0.00040977933929095566
lyrics_audio,Recall@k,3,0.0007235609839961966
lyrics_audio,Recall@k,4,0.0009579641177365415
lyrics_audio,Recall@k,5,0.001147911669272499
lyrics_audio,Recall@k,6,0.0014591140638542746
lyrics_audio,Recall@k,7,0.0016509699755166128
lyrics_audio,Recall@k,8,0.001951033209243181
lyrics_audio,Recall@k,9,0.0021532327803486778
lyrics_audio,Recall@k,10,0.0023581130418649666
lyrics_audio,Recall@k,11,0.002686302670392482
lyrics_audio,Recall@k,12,0.0029007763227715203
lyrics_audio,Recall@k,13,0.003144656354763437
lyrics_audio,Recall@k,14,0.0033661608003185224
lyrics_audio,Recall@k,15,0.0036144895905267996
lyrics_audio,Recall@k,16,0.0037952583001063535
lyrics_audio,Recall@k,17,0.004013290044888765
lyrics_audio,Recall@k,18,0.0041708278702395594
lyrics_audio,Recall@k,19,0.004347728677387646
lyrics_audio,Recall@k,20,0.004611479200860094
lyrics_audio,MRR@k,1,0.4633558341369335
lyrics_audio,MRR@k,2,0.5115718418514947
lyrics_audio,MRR@k,3,0.566779170684666
lyrics_audio,MRR@k,4,0.5737102217936343
lyrics_audio,MRR@k,5,0.5793032786885237
lyrics_audio,MRR@k,6,0.5896295403407257
lyrics_audio,MRR@k,7,0.5922814207650271
lyrics_audio,MRR@k,8,0.5935470909675344
lyrics_audio,MRR@k,9,0.594163184399443
lyrics_audio,MRR@k,10,0.5949587485267328
lyrics_audio,MRR@k,11,0.5961641487195963
lyrics_audio,MRR@k,12,0.5962645987356684
lyrics_audio,MRR@k,13,0.5965984018659997
lyrics_audio,MRR@k,14,0.5968567019073276
lyrics_audio,MRR@k,15,0.5971459979536149
lyrics_audio,MRR@k,16,0.5972816054753121
lyrics_audio,MRR@k,17,0.5973808737264891
lyrics_audio,MRR@k,18,0.597528200416728
lyrics_audio,MRR@k,19,0.597642396224473
lyrics_audio,MRR@k,20,0.5979196382688318
lyrics_audio,nDCG@k,1,0.4633558341369335
lyrics_audio,nDCG@k,2,0.38333661798282315
lyrics_audio,nDCG@k,3,0.427850200231799
lyrics_audio,nDCG@k,4,0.4310229536718824
lyrics_audio,nDCG@k,5,0.41625500574576874
lyrics_audio,nDCG@k,6,0.4281142615469228
lyrics_audio,nDCG@k,7,0.41903967672796394
lyrics_audio,nDCG@k,8,0.4306553496417739
lyrics_audio,nDCG@k,9,0.4263847859099626
lyrics_audio,nDCG@k,10,0.42017847538194303
lyrics_audio,nDCG@k,11,0.42508834351849467
lyrics_audio,nDCG@k,12,0.4195201852797734
lyrics_audio,nDCG@k,13,0.42184741191561287
lyrics_audio,nDCG@k,14,0.41859433125959356
lyrics_audio,nDCG@k,15,0.41263474437734654
lyrics_audio,nDCG@k,16,0.40993501956216893
lyrics_audio,nDCG@k,17,0.41099828636282226
lyrics_audio,nDCG@k,18,0.4063787084768473
lyrics_audio,nDCG@k,19,0.4018699027195113
lyrics_audio,nDCG@k,20,0.4042962456679365
lyrics_audio,Coverage@k,1,0.20033751205400194
lyrics_audio,Coverage@k,2,0.28399228543876565
lyrics_audio,Coverage@k,3,0.328351012536162
lyrics_audio,Coverage@k,4,0.3555930568948891
lyrics_audio,Coverage@k,5,0.37367405978784957
lyrics_audio,Coverage@k,6,0.390549662487946
lyrics_audio,Coverage@k,7,0.4026036644165863
lyrics_audio,Coverage@k,8,0.41297010607521695
lyrics_audio,Coverage@k,9,0.4218900675024108
lyrics_audio,Coverage@k,10,0.4276759884281581
lyrics_audio,Coverage@k,11,0.43201542912246865
lyrics_audio,Coverage@k,12,0.43514946962391515
lyrics_audio,Coverage@k,13,0.44021215043394407
lyrics_audio,Coverage@k,14,0.44358727097396333
lyrics_audio,Coverage@k,15,0.44720347155255546
lyrics_audio,Coverage@k,16,0.45081967213114754
lyrics_audio,Coverage@k,17,0.4541947926711668
lyrics_audio,Coverage@k,18,0.4582931533269045
lyrics_audio,Coverage@k,19,0.4621504339440694
lyrics_audio,Coverage@k,20,0.4652844744455159
lyrics_audio,Pop@k,1,37.60486981677917
lyrics_audio,Pop@k,2,37.58871745419479
lyrics_audio,Pop@k,3,36.74670523947283
lyrics_audio,Pop@k,4,37.88006268081003
lyrics_audio,Pop@k,5,37.37801350048216
lyrics_audio,Pop@k,6,36.97219543555128
lyrics_audio,Pop@k,7,36.066813610690176
lyrics_audio,Pop@k,8,34.71465163934426
lyrics_audio,Pop@k,9,35.03431372549019
lyrics_audio,Pop@k,10,34.47808582449373
lyrics_audio,Pop@k,11,33.92454194792671
lyrics_audio,Pop@k,12,33.2699493731919
lyrics_audio,Pop@k,13,33.47511312217195
lyrics_audio,Pop@k,14,32.83866579418653
lyrics_audio,Pop@k,15,33.09164255866281
lyrics_audio,Pop@k,16,33.20063886210222
lyrics_audio,Pop@k,17,33.14573997390663
lyrics_audio,Pop@k,18,32.95080627879567
lyrics_audio,Pop@k,19,33.024196822818865
lyrics_audio,Pop@k,20,33.03651157184186
video_audio,Precision@k,1,0.5675024108003858
video_audio,Precision@k,2,0.5572565091610414
video_audio,Precision@k,3,0.5546448087431706
video_audio,Precision@k,4,0.5536403085824494
video_audio,Precision@k,5,0.5513982642237187
video_audio,Precision@k,6,0.5496223079395691
video_audio,Precision@k,7,0.5500413280066156
video_audio,Precision@k,8,0.5483365477338477
video_audio,Precision@k,9,0.547224900889323
video_audio,Precision@k,10,0.5462391513982645
video_audio,Precision@k,11,0.545366879985977
video_audio,Precision@k,12,0.5446600771456125
video_audio,Precision@k,13,0.5438394777835416
video_audio,Precision@k,14,0.5434805069568813
video_audio,Precision@k,15,0.5434426229508174
video_audio,Precision@k,16,0.5432437319189971
video_audio,Precision@k,17,0.542812978614785
video_audio,Precision@k,18,0.5425104468016724
video_audio,Precision@k,19,0.5416053392884367
video_audio,Precision@k,20,0.541863548698167
video_audio,Recall@k,1,0.0003947854004116496
video_audio,Recall@k,2,0.0008019127680122964
video_audio,Recall@k,3,0.001195795504039988
video_audio,Recall@k,4,0.0015754804035899893
video_audio,Recall@k,5,0.0019417061312140614
video_audio,Recall@k,6,0.0022867557235608173
video_audio,Recall@k,7,0.002634186861291107
video_audio,Recall@k,8,0.0030235886148279245
video_audio,Recall@k,9,0.003424144190849675
video_audio,Recall@k,10,0.003818163151647398
video_audio,Recall@k,11,0.00416967614401637
video_audio,Recall@k,12,0.004510522648777646
video_audio,Recall@k,13,0.004854661915894566
video_audio,Recall@k,14,0.005202207626400293
video_audio,Recall@k,15,0.005554445428212095
video_audio,Recall@k,16,0.005888417669940079
video_audio,Recall@k,17,0.0062211522897836205
video_audio,Recall@k,18,0.006582937604429142
video_audio,Recall@k,19,0.00691290380870565
video_audio,Recall@k,20,0.007283104284965647
video_audio,MRR@k,1,0.5675024108003858
video_audio,MRR@k,2,0.6472999035679846
video_audio,MRR@k,3,0.6705239472838322
video_audio,MRR@k,4,0.6801068788171013
video_audio,MRR@k,5,0.6847838315654129
video_audio,MRR@k,6,0.6874357119897135
video_audio,MRR@k,7,0.6893643522982966
video_audio,MRR@k,8,0.6905396174863391
video_audio,MRR@k,9,0.6913432176149154
video_audio,MRR@k,10,0.6922593217614916
video_audio,MRR@k,11,0.6928072309400659
video_audio,MRR@k,12,0.6932693010139973
video_audio,MRR@k,13,0.6935660149076253
video_audio,MRR@k,14,0.6938415349517084
video_audio,MRR@k,15,0.6940986869928526
video_audio,MRR@k,16,0.6942342945145498
video_audio,MRR@k,17,0.6944186498381641
video_audio,MRR@k,18,0.6945659765284034
video_audio,MRR@k,19,0.6946167302207343
video_audio,MRR@k,20,0.6947131622361635
video_audio,nDCG@k,1,0.5675024108003858
video_audio,nDCG@k,2,0.5595750991767267
video_audio,nDCG@k,3,0.5571926435250844
video_audio,nDCG@k,4,0.5560887457915512
video_audio,nDCG@k,5,0.554296660378386
video_audio,nDCG@k,6,0.5528356717493498
video_audio,nDCG@k,7,0.5528099961612728
video_audio,nDCG@k,8,0.5515172468315357
video_audio,nDCG@k,9,0.5505966014187195
video_audio,nDCG@k,10,0.5497640456450914
video_audio,nDCG@k,11,0.5490134360372072
video_audio,nDCG@k,12,0.5483774596026797
video_audio,nDCG@k,13,0.5476789656590972
video_audio,nDCG@k,14,0.5472819067602541
video_audio,nDCG@k,15,0.5471029013110846
video_audio,nDCG@k,16,0.5468356636863646
video_audio,nDCG@k,17,0.5464297188892852
video_audio,nDCG@k,18,0.5461117430490501
video_audio,nDCG@k,19,0.5454112322229253
video_audio,nDCG@k,20,0.5454607454526189
video_audio,Coverage@k,1,0.5851012536162006
video_audio,Coverage@k,2,0.7791706846673095
video_audio,Coverage@k,3,0.8688524590163934
video_audio,Coverage@k,4,0.9100771456123433
video_audio,Coverage@k,5,0.9385245901639344
video_audio,Coverage@k,6,0.9551591128254581
video_audio,Coverage@k,7,0.9633558341369335
video_audio,Coverage@k,8,0.9720347155255545
video_audio,Coverage@k,9,0.9787849566055931
video_audio,Coverage@k,10,0.9840887174541948
video_audio,Coverage@k,11,0.9867405978784957
video_audio,Coverage@k,12,0.9881870781099324
video_audio,Coverage@k,13,0.9908389585342333
video_audio,Coverage@k,14,0.9920443587270974
video_audio,Coverage@k,15,0.992526518804243
video_audio,Coverage@k,16,0.9939729990356798
video_audio,Coverage@k,17,0.9942140790742526
video_audio,Coverage@k,18,0.9951783992285439
video_audio,Coverage@k,19,0.9959016393442623
video_audio,Coverage@k,20,0.996142719382835
video_audio,Pop@k,1,35.96166827386693
video_audio,Pop@k,2,36.06135486981678
video_audio,Pop@k,3,35.96560591449695
video_audio,Pop@k,4,36.03941658630665
video_audio,Pop@k,5,35.94127290260367
video_audio,Pop@k,6,35.943346190935394
video_audio,Pop@k,7,35.92374982779997
video_audio,Pop@k,8,35.9031762295082
video_audio,Pop@k,9,35.899737490624666
video_audio,Pop@k,10,35.914392478302794
video_audio,Pop@k,11,35.88851144034365
video_audio,Pop@k,12,35.89281983285118
video_audio,Pop@k,13,35.894221496921595
video_audio,Pop@k,14,35.897437663590026
video_audio,Pop@k,15,35.886660237865634
video_audio,Pop@k,16,35.884296648987466
video_audio,Pop@k,17,35.884820466277155
video_audio,Pop@k,18,35.87427675988428
video_audio,Pop@k,19,35.88646399025529
video_audio,Pop@k,20,35.87569913211186
nn_late_fusion,Precision@k,1,0.5824493731918997
nn_late_fusion,Precision@k,2,0.5800385728061717
nn_late_fusion,Precision@k,3,0.5822082931533278
nn_late_fusion,Precision@k,4,0.5822082931533269
nn_late_fusion,Precision@k,5,0.5820636451301799
nn_late_fusion,Precision@k,6,0.5816055930568941
nn_late_fusion,Precision@k,7,0.5807273729163832
nn_late_fusion,Precision@k,8,0.5805207328833173
nn_late_fusion,Precision@k,9,0.5798778527804623
nn_late_fusion,Precision@k,10,0.5798457087753152
nn_late_fusion,Precision@k,11,0.5780880161304487
nn_late_fusion,Precision@k,12,0.5773666023786579
nn_late_fusion,Precision@k,13,0.5767932645946096
nn_late_fusion,Precision@k,14,0.5769561923129883
nn_late_fusion,Precision@k,15,0.5761652201864317
nn_late_fusion,Precision@k,16,0.5754279170684667
nn_late_fusion,Precision@k,17,0.5751318849622823
nn_late_fusion,Precision@k,18,0.57441337190614
nn_late_fusion,Precision@k,19,0.5734659696492971
nn_late_fusion,Precision@k,20,0.5727097396335569
nn_late_fusion,Recall@k,1,0.00046555104072823093
nn_late_fusion,Recall@k,2,0.0009131047200096746
nn_late_fusion,Recall@k,3,0.0013550637016892602
nn_late_fusion,Recall@k,4,0.001791484682042665
nn_late_fusion,Recall@k,5,0.002214615133116009
nn_late_fusion,Recall@k,6,0.002650973512398855
nn_late_fusion,Recall@k,7,0.003069879909226292
nn_late_fusion,Recall@k,8,0.00346627181373208
nn_late_fusion,Recall@k,9,0.003886820027555461
nn_late_fusion,Recall@k,10,0.004287459712208883
nn_late_fusion,Recall@k,11,0.004679413250453428
nn_late_fusion,Recall@k,12,0.0050905605908453146
nn_late_fusion,Recall@k,13,0.005513235943007007
nn_late_fusion,Recall@k,14,0.005938796383154362
nn_late_fusion,Recall@k,15,0.006324401979823313
nn_late_fusion,Recall@k,16,0.006712596226750449
nn_late_fusion,Recall@k,17,0.007110435110176764
nn_late_fusion,Recall@k,18,0.007497174848306575
nn_late_fusion,Recall@k,19,0.007865555994843771
nn_late_fusion,Recall@k,20,0.008242954428579048
nn_late_fusion,MRR@k,1,0.5824493731918997
nn_late_fusion,MRR@k,2,0.6648987463837994
nn_late_fusion,MRR@k,3,0.6887656702025082
nn_late_fusion,MRR@k,4,0.6981075216972048
nn_late_fusion,MRR@k,5,0.702061234329798
nn_late_fusion,MRR@k,6,0.7043514946962389
nn_late_fusion,MRR@k,7,0.7057979749276763
nn_late_fusion,MRR@k,8,0.7068527000964323
nn_late_fusion,MRR@k,9,0.7076295135540563
nn_late_fusion,MRR@k,10,0.7082563216543453
nn_late_fusion,MRR@k,11,0.7086508162629188
nn_late_fusion,MRR@k,12,0.7089923463175637
nn_late_fusion,MRR@k,13,0.7092334263561363
nn_late_fusion,MRR@k,14,0.7095089464002193
nn_late_fusion,MRR@k,15,0.7097018104310775
nn_late_fusion,MRR@k,16,0.709882620460007
nn_late_fusion,MRR@k,17,0.7101378816773192
nn_late_fusion,MRR@k,18,0.7102316350256532
nn_late_fusion,MRR@k,19,0.7102823887179845
nn_late_fusion,MRR@k,20,0.7103547127295564
nn_late_fusion,nDCG@k,1,0.5824493731918997
nn_late_fusion,nDCG@k,2,0.5805841233980968
nn_late_fusion,nDCG@k,3,0.5819834211552266
nn_late_fusion,nDCG@k,4,0.5820212283302421
nn_late_fusion,nDCG@k,5,0.5819508794094185
nn_late_fusion,nDCG@k,6,0.581666796056867
nn_late_fusion,nDCG@k,7,0.5810979171307976
nn_late_fusion,nDCG@k,8,0.5809364397574959
nn_late_fusion,nDCG@k,9,0.5804976388648018
nn_late_fusion,nDCG@k,10,0.5804377573161745
nn_late_fusion,nDCG@k,11,0.5792851599631975
nn_late_fusion,nDCG@k,12,0.5787622673825474
nn_late_fusion,nDCG@k,13,0.5783282746187836
nn_late_fusion,nDCG@k,14,0.5783623019262966
nn_late_fusion,nDCG@k,15,0.5777962763500926
nn_late_fusion,nDCG@k,16,0.5772588946702876
nn_late_fusion,nDCG@k,17,0.5770001188078993
nn_late_fusion,nDCG@k,18,0.5764712423918233
nn_late_fusion,nDCG@k,19,0.575790529787048
nn_late_fusion,nDCG@k,20,0.575226768304837
nn_late_fusion,Coverage@k,1,0.5655737704918032
nn_late_fusion,Coverage@k,2,0.7584378013500482
nn_late_fusion,Coverage@k,3,0.8404050144648023
nn_late_fusion,Coverage@k,4,0.8864513018322083
nn_late_fusion,Coverage@k,5,0.9134522661523626
nn_late_fusion,Coverage@k,6,0.9322565091610414
nn_late_fusion,Coverage@k,7,0.9421407907425265
nn_late_fusion,Coverage@k,8,0.9534715525554484
nn_late_fusion,Coverage@k,9,0.9604628736740598
nn_late_fusion,Coverage@k,10,0.9660077145612344
nn_late_fusion,Coverage@k,11,0.9686595949855352
nn_late_fusion,Coverage@k,12,0.9742044358727098
nn_late_fusion,Coverage@k,13,0.9773384763741563
nn_late_fusion,Coverage@k,14,0.9792671166827387
nn_late_fusion,Coverage@k,15,0.982642237222758
nn_late_fusion,Coverage@k,16,0.9840887174541948
nn_late_fusion,Coverage@k,17,0.9857762777242044
nn_late_fusion,Coverage@k,18,0.9872227579556413
nn_late_fusion,Coverage@k,19,0.9879459980713597
nn_late_fusion,Coverage@k,20,0.9884281581485053
nn_late_fusion,Pop@k,1,35.771697203471554
nn_late_fusion,Pop@k,2,35.810149469623916
nn_late_fusion,Pop@k,3,35.80118932819029
nn_late_fusion,Pop@k,4,35.78495660559306
nn_late_fusion,Pop@k,5,35.795901639344265
nn_late_fusion,Pop@k,6,35.834337833494054
nn_late_fusion,Pop@k,7,35.882731781237084
nn_late_fusion,Pop@k,8,35.93843418514947
nn_late_fusion,Pop@k,9,35.91551483981571
nn_late_fusion,Pop@k,10,35.90094021215044
nn_late_fusion,Pop@k,11,35.89434119400369
nn_late_fusion,Pop@k,12,35.90119736419158
nn_late_fusion,Pop@k,13,35.91146799198873
nn_late_fusion,Pop@k,14,35.925230748036924
nn_late_fusion,Pop@k,15,35.906814529090326
nn_late_fusion,Pop@k,16,35.90522540983606
nn_late_fusion,Pop@k,17,35.911863974133524
nn_late_fusion,Pop@k,18,35.931653809064606
nn_late_fusion,Pop@k,19,35.93160939958383
nn_late_fusion,Pop@k,20,35.91708052073288
